Ensembl Gene ID	Ensembl Transcript ID	GO Term Name	GO Term Accession	GO Term Definition	GOSlim GOA Description
YER177W	YER177W	ascospore formation	GO:0030437	"The process in which cells that are products of meiosis acquire the specialized features of ascospores. Ascospores are generally found in clusters of four or eight spores within a single mother cell, the ascus, and are characteristic of the ascomycete fungi (phylum Ascomycota). [GOC:di, GOC:mah, GOC:mcc, PMID:16339736]"	DNA binding
YER177W	YER177W	ascospore formation	GO:0030437	"The process in which cells that are products of meiosis acquire the specialized features of ascospores. Ascospores are generally found in clusters of four or eight spores within a single mother cell, the ascus, and are characteristic of the ascomycete fungi (phylum Ascomycota). [GOC:di, GOC:mah, GOC:mcc, PMID:16339736]"	molecular_function
YER177W	YER177W	ascospore formation	GO:0030437	"The process in which cells that are products of meiosis acquire the specialized features of ascospores. Ascospores are generally found in clusters of four or eight spores within a single mother cell, the ascus, and are characteristic of the ascomycete fungi (phylum Ascomycota). [GOC:di, GOC:mah, GOC:mcc, PMID:16339736]"	mitotic cell cycle
YER177W	YER177W	ascospore formation	GO:0030437	"The process in which cells that are products of meiosis acquire the specialized features of ascospores. Ascospores are generally found in clusters of four or eight spores within a single mother cell, the ascus, and are characteristic of the ascomycete fungi (phylum Ascomycota). [GOC:di, GOC:mah, GOC:mcc, PMID:16339736]"	sporulation
YER177W	YER177W	ascospore formation	GO:0030437	"The process in which cells that are products of meiosis acquire the specialized features of ascospores. Ascospores are generally found in clusters of four or eight spores within a single mother cell, the ascus, and are characteristic of the ascomycete fungi (phylum Ascomycota). [GOC:di, GOC:mah, GOC:mcc, PMID:16339736]"	meiotic cell cycle
YER177W	YER177W	ascospore formation	GO:0030437	"The process in which cells that are products of meiosis acquire the specialized features of ascospores. Ascospores are generally found in clusters of four or eight spores within a single mother cell, the ascus, and are characteristic of the ascomycete fungi (phylum Ascomycota). [GOC:di, GOC:mah, GOC:mcc, PMID:16339736]"	cell wall organization or biogenesis
YER177W	YER177W	ascospore formation	GO:0030437	"The process in which cells that are products of meiosis acquire the specialized features of ascospores. Ascospores are generally found in clusters of four or eight spores within a single mother cell, the ascus, and are characteristic of the ascomycete fungi (phylum Ascomycota). [GOC:di, GOC:mah, GOC:mcc, PMID:16339736]"	cellular_component
YER177W	YER177W	ascospore formation	GO:0030437	"The process in which cells that are products of meiosis acquire the specialized features of ascospores. Ascospores are generally found in clusters of four or eight spores within a single mother cell, the ascus, and are characteristic of the ascomycete fungi (phylum Ascomycota). [GOC:di, GOC:mah, GOC:mcc, PMID:16339736]"	cellular response to DNA damage stimulus
YER177W	YER177W	ascospore formation	GO:0030437	"The process in which cells that are products of meiosis acquire the specialized features of ascospores. Ascospores are generally found in clusters of four or eight spores within a single mother cell, the ascus, and are characteristic of the ascomycete fungi (phylum Ascomycota). [GOC:di, GOC:mah, GOC:mcc, PMID:16339736]"	carbohydrate metabolic process
YER177W	YER177W	negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	GO:0051436	"Any process that stops, prevents, or reduces the frequency, rate or extent of ubiquitin ligase activity that contributes to the mitotic cell cycle. [GOC:ai, GOC:tb]"	nucleus
YER177W	YER177W	negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	GO:0051436	"Any process that stops, prevents, or reduces the frequency, rate or extent of ubiquitin ligase activity that contributes to the mitotic cell cycle. [GOC:ai, GOC:tb]"	regulation of protein modification process
YER177W	YER177W	negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	GO:0051436	"Any process that stops, prevents, or reduces the frequency, rate or extent of ubiquitin ligase activity that contributes to the mitotic cell cycle. [GOC:ai, GOC:tb]"	protein modification by small protein conjugation or removal
YER177W	YER177W	negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	GO:0051436	"Any process that stops, prevents, or reduces the frequency, rate or extent of ubiquitin ligase activity that contributes to the mitotic cell cycle. [GOC:ai, GOC:tb]"	pseudohyphal growth
YER177W	YER177W	negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	GO:0051436	"Any process that stops, prevents, or reduces the frequency, rate or extent of ubiquitin ligase activity that contributes to the mitotic cell cycle. [GOC:ai, GOC:tb]"	generation of precursor metabolites and energy
YER177W	YER177W	negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	GO:0051436	"Any process that stops, prevents, or reduces the frequency, rate or extent of ubiquitin ligase activity that contributes to the mitotic cell cycle. [GOC:ai, GOC:tb]"	ion binding
YER177W	YER177W	negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	GO:0051436	"Any process that stops, prevents, or reduces the frequency, rate or extent of ubiquitin ligase activity that contributes to the mitotic cell cycle. [GOC:ai, GOC:tb]"	signaling
YER177W	YER177W	negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	GO:0051436	"Any process that stops, prevents, or reduces the frequency, rate or extent of ubiquitin ligase activity that contributes to the mitotic cell cycle. [GOC:ai, GOC:tb]"	biological_process
YER177W	YER177W	negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	GO:0051436	"Any process that stops, prevents, or reduces the frequency, rate or extent of ubiquitin ligase activity that contributes to the mitotic cell cycle. [GOC:ai, GOC:tb]"	DNA binding
YER177W	YER177W	negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	GO:0051436	"Any process that stops, prevents, or reduces the frequency, rate or extent of ubiquitin ligase activity that contributes to the mitotic cell cycle. [GOC:ai, GOC:tb]"	molecular_function
YER177W	YER177W	negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	GO:0051436	"Any process that stops, prevents, or reduces the frequency, rate or extent of ubiquitin ligase activity that contributes to the mitotic cell cycle. [GOC:ai, GOC:tb]"	mitotic cell cycle
YER177W	YER177W	negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	GO:0051436	"Any process that stops, prevents, or reduces the frequency, rate or extent of ubiquitin ligase activity that contributes to the mitotic cell cycle. [GOC:ai, GOC:tb]"	sporulation
YER177W	YER177W	negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	GO:0051436	"Any process that stops, prevents, or reduces the frequency, rate or extent of ubiquitin ligase activity that contributes to the mitotic cell cycle. [GOC:ai, GOC:tb]"	meiotic cell cycle
YER177W	YER177W	negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	GO:0051436	"Any process that stops, prevents, or reduces the frequency, rate or extent of ubiquitin ligase activity that contributes to the mitotic cell cycle. [GOC:ai, GOC:tb]"	cell wall organization or biogenesis
YER177W	YER177W	negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	GO:0051436	"Any process that stops, prevents, or reduces the frequency, rate or extent of ubiquitin ligase activity that contributes to the mitotic cell cycle. [GOC:ai, GOC:tb]"	cellular_component
YER177W	YER177W	negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	GO:0051436	"Any process that stops, prevents, or reduces the frequency, rate or extent of ubiquitin ligase activity that contributes to the mitotic cell cycle. [GOC:ai, GOC:tb]"	cellular response to DNA damage stimulus
YER177W	YER177W	negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	GO:0051436	"Any process that stops, prevents, or reduces the frequency, rate or extent of ubiquitin ligase activity that contributes to the mitotic cell cycle. [GOC:ai, GOC:tb]"	carbohydrate metabolic process
YER177W	YER177W	DNA replication origin binding	GO:0003688	"Interacting selectively and non-covalently with the DNA replication origin, a unique DNA sequence of a replicon at which DNA replication is initiated and proceeds bidirectionally or unidirectionally. [GOC:curators]"	nucleus
YER177W	YER177W	DNA replication origin binding	GO:0003688	"Interacting selectively and non-covalently with the DNA replication origin, a unique DNA sequence of a replicon at which DNA replication is initiated and proceeds bidirectionally or unidirectionally. [GOC:curators]"	regulation of protein modification process
YER177W	YER177W	DNA replication origin binding	GO:0003688	"Interacting selectively and non-covalently with the DNA replication origin, a unique DNA sequence of a replicon at which DNA replication is initiated and proceeds bidirectionally or unidirectionally. [GOC:curators]"	protein modification by small protein conjugation or removal
YER177W	YER177W	DNA replication origin binding	GO:0003688	"Interacting selectively and non-covalently with the DNA replication origin, a unique DNA sequence of a replicon at which DNA replication is initiated and proceeds bidirectionally or unidirectionally. [GOC:curators]"	pseudohyphal growth
